variant,slot,local,half_local,signed_distance,baseline_distance,actual_delta,best_odd_cycle_len_at_slot,odd_cycle_count_containing_slot,has_odd_triangle
triangle_neutralized,5,1,31,3,3,0,5,2564,False
triangle_neutralized,5,2,32,2,2,0,5,2564,False
triangle_neutralized,5,3,33,3,3,0,5,2564,False
triangle_neutralized,5,4,34,4,4,0,5,2564,False
triangle_neutralized,5,5,35,4,6,-2,5,2564,False
triangle_neutralized,5,6,36,4,4,0,5,2564,False
triangle_neutralized,5,7,37,2,2,0,5,2564,False
triangle_neutralized,5,8,38,2,2,0,5,2564,False
triangle_neutralized,5,9,39,4,4,0,5,2564,False
triangle_neutralized,5,10,40,2,2,0,5,2564,False
triangle_neutralized,5,11,41,3,3,0,5,2564,False
triangle_neutralized,5,12,42,4,4,0,5,2564,False
triangle_neutralized,5,13,43,4,4,0,5,2564,False
triangle_neutralized,5,14,44,3,3,0,5,2564,False
triangle_neutralized,5,15,45,2,2,0,5,2564,False
triangle_neutralized,5,16,46,3,3,0,5,2564,False
triangle_neutralized,5,17,47,4,4,0,5,2564,False
triangle_neutralized,5,18,48,4,4,0,5,2564,False
triangle_neutralized,5,19,49,3,3,0,5,2564,False
triangle_neutralized,5,20,50,2,2,0,5,2564,False
triangle_neutralized,5,21,51,3,3,0,5,2564,False
triangle_neutralized,5,22,52,4,4,0,5,2564,False
triangle_neutralized,5,23,53,4,4,0,5,2564,False
triangle_neutralized,5,24,54,3,3,0,5,2564,False
triangle_neutralized,5,25,55,2,2,0,5,2564,False
triangle_neutralized,5,26,56,3,3,0,5,2564,False
triangle_neutralized,5,27,57,4,4,0,5,2564,False
triangle_neutralized,5,28,58,4,4,0,5,2564,False
triangle_neutralized,5,29,59,3,3,0,5,2564,False
triangle_neutralized,5,30,0,4,4,0,5,2564,False
triangle_neutralized,5,31,1,3,3,0,5,2564,False
triangle_neutralized,5,32,2,2,2,0,5,2564,False
triangle_neutralized,5,33,3,3,3,0,5,2564,False
triangle_neutralized,5,34,4,4,4,0,5,2564,False
triangle_neutralized,5,35,5,4,6,-2,5,2564,False
triangle_neutralized,5,36,6,4,4,0,5,2564,False
triangle_neutralized,5,37,7,2,2,0,5,2564,False
triangle_neutralized,5,38,8,2,2,0,5,2564,False
triangle_neutralized,5,39,9,4,4,0,5,2564,False
triangle_neutralized,5,40,10,2,2,0,5,2564,False
triangle_neutralized,5,41,11,3,3,0,5,2564,False
triangle_neutralized,5,42,12,4,4,0,5,2564,False
triangle_neutralized,5,43,13,4,4,0,5,2564,False
triangle_neutralized,5,44,14,3,3,0,5,2564,False
triangle_neutralized,5,45,15,2,2,0,5,2564,False
triangle_neutralized,5,46,16,3,3,0,5,2564,False
triangle_neutralized,5,47,17,4,4,0,5,2564,False
triangle_neutralized,5,48,18,4,4,0,5,2564,False
triangle_neutralized,5,49,19,3,3,0,5,2564,False
triangle_neutralized,5,50,20,2,2,0,5,2564,False
triangle_neutralized,5,51,21,3,3,0,5,2564,False
triangle_neutralized,5,52,22,4,4,0,5,2564,False
triangle_neutralized,5,53,23,4,4,0,5,2564,False
triangle_neutralized,5,54,24,3,3,0,5,2564,False
triangle_neutralized,5,55,25,2,2,0,5,2564,False
triangle_neutralized,5,56,26,3,3,0,5,2564,False
triangle_neutralized,5,57,27,4,4,0,5,2564,False
triangle_neutralized,5,58,28,4,4,0,5,2564,False
triangle_neutralized,5,59,29,3,3,0,5,2564,False
triangle_neutralized,6,0,30,4,4,0,5,2712,False
triangle_neutralized,6,1,31,3,3,0,5,2712,False
triangle_neutralized,6,2,32,2,2,0,5,2712,False
triangle_neutralized,6,3,33,3,3,0,5,2712,False
triangle_neutralized,6,4,34,4,4,0,5,2712,False
triangle_neutralized,6,5,35,4,6,-2,5,2712,False
triangle_neutralized,6,6,36,4,4,0,5,2712,False
triangle_neutralized,6,7,37,2,2,0,5,2712,False
triangle_neutralized,6,8,38,2,2,0,5,2712,False
triangle_neutralized,6,9,39,4,4,0,5,2712,False
triangle_neutralized,6,10,40,2,2,0,5,2712,False
triangle_neutralized,6,11,41,3,3,0,5,2712,False
triangle_neutralized,6,12,42,4,4,0,5,2712,False
triangle_neutralized,6,13,43,4,4,0,5,2712,False
triangle_neutralized,6,14,44,3,3,0,5,2712,False
triangle_neutralized,6,15,45,2,2,0,5,2712,False
triangle_neutralized,6,16,46,3,3,0,5,2712,False
triangle_neutralized,6,17,47,4,4,0,5,2712,False
triangle_neutralized,6,18,48,4,4,0,5,2712,False
triangle_neutralized,6,19,49,3,3,0,5,2712,False
triangle_neutralized,6,20,50,2,2,0,5,2712,False
triangle_neutralized,6,21,51,3,3,0,5,2712,False
triangle_neutralized,6,22,52,4,4,0,5,2712,False
triangle_neutralized,6,23,53,4,4,0,5,2712,False
triangle_neutralized,6,24,54,3,3,0,5,2712,False
triangle_neutralized,6,25,55,2,2,0,5,2712,False
triangle_neutralized,6,26,56,3,3,0,5,2712,False
triangle_neutralized,6,27,57,4,4,0,5,2712,False
triangle_neutralized,6,28,58,4,4,0,5,2712,False
triangle_neutralized,6,29,59,3,3,0,5,2712,False
triangle_neutralized,6,30,0,4,4,0,5,2712,False
triangle_neutralized,6,31,1,3,3,0,5,2712,False
triangle_neutralized,6,32,2,2,2,0,5,2712,False
triangle_neutralized,6,33,3,3,3,0,5,2712,False
triangle_neutralized,6,34,4,4,4,0,5,2712,False
triangle_neutralized,6,35,5,4,6,-2,5,2712,False
triangle_neutralized,6,36,6,4,4,0,5,2712,False
triangle_neutralized,6,37,7,2,2,0,5,2712,False
triangle_neutralized,6,38,8,2,2,0,5,2712,False
triangle_neutralized,6,39,9,4,4,0,5,2712,False
triangle_neutralized,6,40,10,2,2,0,5,2712,False
triangle_neutralized,6,41,11,3,3,0,5,2712,False
triangle_neutralized,6,42,12,4,4,0,5,2712,False
triangle_neutralized,6,43,13,4,4,0,5,2712,False
triangle_neutralized,6,44,14,3,3,0,5,2712,False
triangle_neutralized,6,45,15,2,2,0,5,2712,False
triangle_neutralized,6,46,16,3,3,0,5,2712,False
triangle_neutralized,6,47,17,4,4,0,5,2712,False
triangle_neutralized,6,48,18,4,4,0,5,2712,False
triangle_neutralized,6,49,19,3,3,0,5,2712,False
triangle_neutralized,6,50,20,2,2,0,5,2712,False
triangle_neutralized,6,51,21,3,3,0,5,2712,False
triangle_neutralized,6,52,22,4,4,0,5,2712,False
triangle_neutralized,6,53,23,4,4,0,5,2712,False
triangle_neutralized,6,54,24,3,3,0,5,2712,False
triangle_neutralized,6,55,25,2,2,0,5,2712,False
triangle_neutralized,6,56,26,3,3,0,5,2712,False
triangle_neutralized,6,57,27,4,4,0,5,2712,False
triangle_neutralized,6,58,28,4,4,0,5,2712,False
triangle_neutralized,6,59,29,3,3,0,5,2712,False
triangle_neutralized,7,0,30,4,4,0,5,2712,False
triangle_neutralized,7,1,31,3,3,0,5,2712,False
triangle_neutralized,7,2,32,2,2,0,5,2712,False
triangle_neutralized,7,3,33,3,3,0,5,2712,False
triangle_neutralized,7,4,34,4,4,0,5,2712,False
triangle_neutralized,7,5,35,4,6,-2,5,2712,False
triangle_neutralized,7,6,36,4,4,0,5,2712,False
triangle_neutralized,7,7,37,2,2,0,5,2712,False
triangle_neutralized,7,8,38,2,2,0,5,2712,False
triangle_neutralized,7,9,39,4,4,0,5,2712,False
triangle_neutralized,7,10,40,2,2,0,5,2712,False
triangle_neutralized,7,11,41,3,3,0,5,2712,False
triangle_neutralized,7,12,42,4,4,0,5,2712,False
triangle_neutralized,7,13,43,4,4,0,5,2712,False
triangle_neutralized,7,14,44,3,3,0,5,2712,False
triangle_neutralized,7,15,45,2,2,0,5,2712,False
triangle_neutralized,7,16,46,3,3,0,5,2712,False
triangle_neutralized,7,17,47,4,4,0,5,2712,False
triangle_neutralized,7,18,48,4,4,0,5,2712,False
triangle_neutralized,7,19,49,3,3,0,5,2712,False
triangle_neutralized,7,20,50,2,2,0,5,2712,False
triangle_neutralized,7,21,51,3,3,0,5,2712,False
triangle_neutralized,7,22,52,4,4,0,5,2712,False
triangle_neutralized,7,23,53,4,4,0,5,2712,False
triangle_neutralized,7,24,54,3,3,0,5,2712,False
triangle_neutralized,7,25,55,2,2,0,5,2712,False
triangle_neutralized,7,26,56,3,3,0,5,2712,False
triangle_neutralized,7,27,57,4,4,0,5,2712,False
triangle_neutralized,7,28,58,4,4,0,5,2712,False
triangle_neutralized,7,29,59,3,3,0,5,2712,False
triangle_neutralized,7,30,0,4,4,0,5,2712,False
triangle_neutralized,7,31,1,3,3,0,5,2712,False
triangle_neutralized,7,32,2,2,2,0,5,2712,False
triangle_neutralized,7,33,3,3,3,0,5,2712,False
triangle_neutralized,7,34,4,4,4,0,5,2712,False
triangle_neutralized,7,35,5,4,6,-2,5,2712,False
triangle_neutralized,7,36,6,4,4,0,5,2712,False
triangle_neutralized,7,37,7,2,2,0,5,2712,False
triangle_neutralized,7,38,8,2,2,0,5,2712,False
triangle_neutralized,7,39,9,4,4,0,5,2712,False
triangle_neutralized,7,40,10,2,2,0,5,2712,False
triangle_neutralized,7,41,11,3,3,0,5,2712,False
triangle_neutralized,7,42,12,4,4,0,5,2712,False
triangle_neutralized,7,43,13,4,4,0,5,2712,False
triangle_neutralized,7,44,14,3,3,0,5,2712,False
triangle_neutralized,7,45,15,2,2,0,5,2712,False
triangle_neutralized,7,46,16,3,3,0,5,2712,False
triangle_neutralized,7,47,17,4,4,0,5,2712,False
triangle_neutralized,7,48,18,4,4,0,5,2712,False
triangle_neutralized,7,49,19,3,3,0,5,2712,False
triangle_neutralized,7,50,20,2,2,0,5,2712,False
triangle_neutralized,7,51,21,3,3,0,5,2712,False
triangle_neutralized,7,52,22,4,4,0,5,2712,False
triangle_neutralized,7,53,23,4,4,0,5,2712,False
triangle_neutralized,7,54,24,3,3,0,5,2712,False
triangle_neutralized,7,55,25,2,2,0,5,2712,False
triangle_neutralized,7,56,26,3,3,0,5,2712,False
triangle_neutralized,7,57,27,4,4,0,5,2712,False
triangle_neutralized,7,58,28,4,4,0,5,2712,False
triangle_neutralized,7,59,29,3,3,0,5,2712,False
triangle_neutralized,8,0,30,4,4,0,5,2564,False
triangle_neutralized,8,1,31,3,3,0,5,2564,False
triangle_neutralized,8,2,32,2,2,0,5,2564,False
triangle_neutralized,8,3,33,3,3,0,5,2564,False
triangle_neutralized,8,4,34,4,4,0,5,2564,False
triangle_neutralized,8,5,35,4,6,-2,5,2564,False
triangle_neutralized,8,6,36,4,4,0,5,2564,False
triangle_neutralized,8,7,37,2,2,0,5,2564,False
triangle_neutralized,8,8,38,2,2,0,5,2564,False
triangle_neutralized,8,9,39,4,4,0,5,2564,False
triangle_neutralized,8,10,40,2,2,0,5,2564,False
triangle_neutralized,8,11,41,3,3,0,5,2564,False
triangle_neutralized,8,12,42,4,4,0,5,2564,False
triangle_neutralized,8,13,43,4,4,0,5,2564,False
triangle_neutralized,8,14,44,3,3,0,5,2564,False
triangle_neutralized,8,15,45,2,2,0,5,2564,False
triangle_neutralized,8,16,46,3,3,0,5,2564,False
triangle_neutralized,8,17,47,4,4,0,5,2564,False
triangle_neutralized,8,18,48,4,4,0,5,2564,False
triangle_neutralized,8,19,49,3,3,0,5,2564,False
triangle_neutralized,8,20,50,2,2,0,5,2564,False
triangle_neutralized,8,21,51,3,3,0,5,2564,False
triangle_neutralized,8,22,52,4,4,0,5,2564,False
triangle_neutralized,8,23,53,4,4,0,5,2564,False
triangle_neutralized,8,24,54,3,3,0,5,2564,False
triangle_neutralized,8,25,55,2,2,0,5,2564,False
triangle_neutralized,8,26,56,3,3,0,5,2564,False
triangle_neutralized,8,27,57,4,4,0,5,2564,False
triangle_neutralized,8,28,58,4,4,0,5,2564,False
triangle_neutralized,8,29,59,3,3,0,5,2564,False
triangle_neutralized,8,30,0,4,4,0,5,2564,False
triangle_neutralized,8,31,1,3,3,0,5,2564,False
triangle_neutralized,8,32,2,2,2,0,5,2564,False
triangle_neutralized,8,33,3,3,3,0,5,2564,False
triangle_neutralized,8,34,4,4,4,0,5,2564,False
triangle_neutralized,8,35,5,4,6,-2,5,2564,False
triangle_neutralized,8,36,6,4,4,0,5,2564,False
triangle_neutralized,8,37,7,2,2,0,5,2564,False
triangle_neutralized,8,38,8,2,2,0,5,2564,False
triangle_neutralized,8,39,9,4,4,0,5,2564,False
triangle_neutralized,8,40,10,2,2,0,5,2564,False
triangle_neutralized,8,41,11,3,3,0,5,2564,False
triangle_neutralized,8,42,12,4,4,0,5,2564,False
triangle_neutralized,8,43,13,4,4,0,5,2564,False
triangle_neutralized,8,44,14,3,3,0,5,2564,False
triangle_neutralized,8,45,15,2,2,0,5,2564,False
triangle_neutralized,8,46,16,3,3,0,5,2564,False
triangle_neutralized,8,47,17,4,4,0,5,2564,False
triangle_neutralized,8,48,18,4,4,0,5,2564,False
triangle_neutralized,8,49,19,3,3,0,5,2564,False
triangle_neutralized,8,50,20,2,2,0,5,2564,False
triangle_neutralized,8,51,21,3,3,0,5,2564,False
triangle_neutralized,8,52,22,4,4,0,5,2564,False
triangle_neutralized,8,53,23,4,4,0,5,2564,False
triangle_neutralized,8,54,24,3,3,0,5,2564,False
triangle_neutralized,8,55,25,2,2,0,5,2564,False
triangle_neutralized,8,56,26,3,3,0,5,2564,False
triangle_neutralized,8,57,27,4,4,0,5,2564,False
triangle_neutralized,8,58,28,4,4,0,5,2564,False
triangle_neutralized,8,59,29,3,3,0,5,2564,False
triangle_neutralized,9,0,30,4,4,0,5,2520,False
triangle_neutralized,9,1,31,3,3,0,5,2520,False
triangle_neutralized,9,2,32,2,2,0,5,2520,False
triangle_neutralized,9,3,33,3,3,0,5,2520,False
triangle_neutralized,9,4,34,4,4,0,5,2520,False
triangle_neutralized,9,5,35,5,6,-1,5,2520,False
triangle_neutralized,9,6,36,4,4,0,5,2520,False
triangle_neutralized,9,7,37,2,2,0,5,2520,False
triangle_neutralized,9,8,38,2,2,0,5,2520,False
triangle_neutralized,9,9,39,4,4,0,5,2520,False
triangle_neutralized,9,10,40,2,2,0,5,2520,False
triangle_neutralized,9,11,41,3,3,0,5,2520,False
triangle_neutralized,9,12,42,4,4,0,5,2520,False
triangle_neutralized,9,13,43,4,4,0,5,2520,False
triangle_neutralized,9,14,44,3,3,0,5,2520,False
triangle_neutralized,9,15,45,2,2,0,5,2520,False
triangle_neutralized,9,16,46,3,3,0,5,2520,False
triangle_neutralized,9,17,47,4,4,0,5,2520,False
triangle_neutralized,9,18,48,4,4,0,5,2520,False
triangle_neutralized,9,19,49,3,3,0,5,2520,False
triangle_neutralized,9,20,50,2,2,0,5,2520,False
triangle_neutralized,9,21,51,3,3,0,5,2520,False
triangle_neutralized,9,22,52,4,4,0,5,2520,False
triangle_neutralized,9,23,53,4,4,0,5,2520,False
triangle_neutralized,9,24,54,3,3,0,5,2520,False
triangle_neutralized,9,25,55,2,2,0,5,2520,False
triangle_neutralized,9,26,56,3,3,0,5,2520,False
triangle_neutralized,9,27,57,4,4,0,5,2520,False
triangle_neutralized,9,28,58,4,4,0,5,2520,False
triangle_neutralized,9,29,59,3,3,0,5,2520,False
triangle_neutralized,9,30,0,4,4,0,5,2520,False
triangle_neutralized,9,31,1,3,3,0,5,2520,False
triangle_neutralized,9,32,2,2,2,0,5,2520,False
triangle_neutralized,9,33,3,3,3,0,5,2520,False
triangle_neutralized,9,34,4,4,4,0,5,2520,False
triangle_neutralized,9,35,5,5,6,-1,5,2520,False
triangle_neutralized,9,36,6,4,4,0,5,2520,False
triangle_neutralized,9,37,7,2,2,0,5,2520,False
triangle_neutralized,9,38,8,2,2,0,5,2520,False
triangle_neutralized,9,39,9,4,4,0,5,2520,False
triangle_neutralized,9,40,10,2,2,0,5,2520,False
triangle_neutralized,9,41,11,3,3,0,5,2520,False
triangle_neutralized,9,42,12,4,4,0,5,2520,False
triangle_neutralized,9,43,13,4,4,0,5,2520,False
triangle_neutralized,9,44,14,3,3,0,5,2520,False
triangle_neutralized,9,45,15,2,2,0,5,2520,False
triangle_neutralized,9,46,16,3,3,0,5,2520,False
triangle_neutralized,9,47,17,4,4,0,5,2520,False
triangle_neutralized,9,48,18,4,4,0,5,2520,False
triangle_neutralized,9,49,19,3,3,0,5,2520,False
triangle_neutralized,9,50,20,2,2,0,5,2520,False
triangle_neutralized,9,51,21,3,3,0,5,2520,False
triangle_neutralized,9,52,22,4,4,0,5,2520,False
triangle_neutralized,9,53,23,4,4,0,5,2520,False
triangle_neutralized,9,54,24,3,3,0,5,2520,False
triangle_neutralized,9,55,25,2,2,0,5,2520,False
triangle_neutralized,9,56,26,3,3,0,5,2520,False
triangle_neutralized,9,57,27,4,4,0,5,2520,False
triangle_neutralized,9,58,28,4,4,0,5,2520,False
triangle_neutralized,9,59,29,3,3,0,5,2520,False
triangle_neutralized,10,0,30,4,4,0,5,2564,False
triangle_neutralized,10,1,31,3,3,0,5,2564,False
triangle_neutralized,10,2,32,2,2,0,5,2564,False
triangle_neutralized,10,3,33,3,3,0,5,2564,False
triangle_neutralized,10,4,34,4,4,0,5,2564,False
triangle_neutralized,10,5,35,4,6,-2,5,2564,False
triangle_neutralized,10,6,36,4,4,0,5,2564,False
triangle_neutralized,10,7,37,2,2,0,5,2564,False
triangle_neutralized,10,8,38,2,2,0,5,2564,False
triangle_neutralized,10,9,39,4,4,0,5,2564,False
triangle_neutralized,10,10,40,2,2,0,5,2564,False
triangle_neutralized,10,11,41,3,3,0,5,2564,False
triangle_neutralized,10,12,42,4,4,0,5,2564,False
triangle_neutralized,10,13,43,4,4,0,5,2564,False
triangle_neutralized,10,14,44,3,3,0,5,2564,False
triangle_neutralized,10,15,45,2,2,0,5,2564,False
triangle_neutralized,10,16,46,3,3,0,5,2564,False
triangle_neutralized,10,17,47,4,4,0,5,2564,False
triangle_neutralized,10,18,48,4,4,0,5,2564,False
triangle_neutralized,10,19,49,3,3,0,5,2564,False
triangle_neutralized,10,20,50,2,2,0,5,2564,False
triangle_neutralized,10,21,51,3,3,0,5,2564,False
triangle_neutralized,10,22,52,4,4,0,5,2564,False
triangle_neutralized,10,23,53,4,4,0,5,2564,False
triangle_neutralized,10,24,54,3,3,0,5,2564,False
triangle_neutralized,10,25,55,2,2,0,5,2564,False
triangle_neutralized,10,26,56,3,3,0,5,2564,False
triangle_neutralized,10,27,57,4,4,0,5,2564,False
triangle_neutralized,10,28,58,4,4,0,5,2564,False
triangle_neutralized,10,29,59,3,3,0,5,2564,False
triangle_neutralized,10,30,0,4,4,0,5,2564,False
triangle_neutralized,10,31,1,3,3,0,5,2564,False
triangle_neutralized,10,32,2,2,2,0,5,2564,False
triangle_neutralized,10,33,3,3,3,0,5,2564,False
triangle_neutralized,10,34,4,4,4,0,5,2564,False
triangle_neutralized,10,35,5,4,6,-2,5,2564,False
triangle_neutralized,10,36,6,4,4,0,5,2564,False
triangle_neutralized,10,37,7,2,2,0,5,2564,False
triangle_neutralized,10,38,8,2,2,0,5,2564,False
triangle_neutralized,10,39,9,4,4,0,5,2564,False
triangle_neutralized,10,40,10,2,2,0,5,2564,False
triangle_neutralized,10,41,11,3,3,0,5,2564,False
triangle_neutralized,10,42,12,4,4,0,5,2564,False
triangle_neutralized,10,43,13,4,4,0,5,2564,False
triangle_neutralized,10,44,14,3,3,0,5,2564,False
triangle_neutralized,10,45,15,2,2,0,5,2564,False
triangle_neutralized,10,46,16,3,3,0,5,2564,False
triangle_neutralized,10,47,17,4,4,0,5,2564,False
triangle_neutralized,10,48,18,4,4,0,5,2564,False
triangle_neutralized,10,49,19,3,3,0,5,2564,False
triangle_neutralized,10,50,20,2,2,0,5,2564,False
triangle_neutralized,10,51,21,3,3,0,5,2564,False
triangle_neutralized,10,52,22,4,4,0,5,2564,False
triangle_neutralized,10,53,23,4,4,0,5,2564,False
triangle_neutralized,10,54,24,3,3,0,5,2564,False
triangle_neutralized,10,55,25,2,2,0,5,2564,False
triangle_neutralized,10,56,26,3,3,0,5,2564,False
triangle_neutralized,10,57,27,4,4,0,5,2564,False
triangle_neutralized,10,58,28,4,4,0,5,2564,False
triangle_neutralized,10,59,29,3,3,0,5,2564,False
triangle_neutralized,11,0,30,4,4,0,5,2564,False
triangle_neutralized,11,1,31,3,3,0,5,2564,False
triangle_neutralized,11,2,32,2,2,0,5,2564,False
triangle_neutralized,11,3,33,3,3,0,5,2564,False
triangle_neutralized,11,4,34,4,4,0,5,2564,False
triangle_neutralized,11,5,35,5,6,-1,5,2564,False
triangle_neutralized,11,6,36,4,4,0,5,2564,False
triangle_neutralized,11,7,37,2,2,0,5,2564,False
triangle_neutralized,11,8,38,2,2,0,5,2564,False
triangle_neutralized,11,9,39,4,4,0,5,2564,False
triangle_neutralized,11,10,40,2,2,0,5,2564,False
triangle_neutralized,11,11,41,3,3,0,5,2564,False
triangle_neutralized,11,12,42,4,4,0,5,2564,False
triangle_neutralized,11,13,43,4,4,0,5,2564,False
triangle_neutralized,11,14,44,3,3,0,5,2564,False
triangle_neutralized,11,15,45,2,2,0,5,2564,False
triangle_neutralized,11,16,46,3,3,0,5,2564,False
triangle_neutralized,11,17,47,4,4,0,5,2564,False
triangle_neutralized,11,18,48,4,4,0,5,2564,False
triangle_neutralized,11,19,49,3,3,0,5,2564,False
triangle_neutralized,11,20,50,2,2,0,5,2564,False
triangle_neutralized,11,21,51,3,3,0,5,2564,False
triangle_neutralized,11,22,52,4,4,0,5,2564,False
triangle_neutralized,11,23,53,4,4,0,5,2564,False
triangle_neutralized,11,24,54,3,3,0,5,2564,False
triangle_neutralized,11,25,55,2,2,0,5,2564,False
triangle_neutralized,11,26,56,3,3,0,5,2564,False
triangle_neutralized,11,27,57,4,4,0,5,2564,False
triangle_neutralized,11,28,58,4,4,0,5,2564,False
triangle_neutralized,11,29,59,3,3,0,5,2564,False
triangle_neutralized,11,30,0,4,4,0,5,2564,False
triangle_neutralized,11,31,1,3,3,0,5,2564,False
triangle_neutralized,11,32,2,2,2,0,5,2564,False
triangle_neutralized,11,33,3,3,3,0,5,2564,False
triangle_neutralized,11,34,4,4,4,0,5,2564,False
triangle_neutralized,11,35,5,5,6,-1,5,2564,False
triangle_neutralized,11,36,6,4,4,0,5,2564,False
triangle_neutralized,11,37,7,2,2,0,5,2564,False
triangle_neutralized,11,38,8,2,2,0,5,2564,False
triangle_neutralized,11,39,9,4,4,0,5,2564,False
triangle_neutralized,11,40,10,2,2,0,5,2564,False
triangle_neutralized,11,41,11,3,3,0,5,2564,False
triangle_neutralized,11,42,12,4,4,0,5,2564,False
triangle_neutralized,11,43,13,4,4,0,5,2564,False
triangle_neutralized,11,44,14,3,3,0,5,2564,False
triangle_neutralized,11,45,15,2,2,0,5,2564,False
triangle_neutralized,11,46,16,3,3,0,5,2564,False
triangle_neutralized,11,47,17,4,4,0,5,2564,False
triangle_neutralized,11,48,18,4,4,0,5,2564,False
triangle_neutralized,11,49,19,3,3,0,5,2564,False
triangle_neutralized,11,50,20,2,2,0,5,2564,False
triangle_neutralized,11,51,21,3,3,0,5,2564,False
triangle_neutralized,11,52,22,4,4,0,5,2564,False
triangle_neutralized,11,53,23,4,4,0,5,2564,False
triangle_neutralized,11,54,24,3,3,0,5,2564,False
triangle_neutralized,11,55,25,2,2,0,5,2564,False
triangle_neutralized,11,56,26,3,3,0,5,2564,False
triangle_neutralized,11,57,27,4,4,0,5,2564,False
triangle_neutralized,11,58,28,4,4,0,5,2564,False
triangle_neutralized,11,59,29,3,3,0,5,2564,False
triangle_neutralized,12,0,30,4,4,0,5,2564,False
triangle_neutralized,12,1,31,3,3,0,5,2564,False
triangle_neutralized,12,2,32,2,2,0,5,2564,False
triangle_neutralized,12,3,33,3,3,0,5,2564,False
triangle_neutralized,12,4,34,4,4,0,5,2564,False
triangle_neutralized,12,5,35,5,6,-1,5,2564,False
triangle_neutralized,12,6,36,4,4,0,5,2564,False
triangle_neutralized,12,7,37,2,2,0,5,2564,False
triangle_neutralized,12,8,38,2,2,0,5,2564,False
triangle_neutralized,12,9,39,4,4,0,5,2564,False
triangle_neutralized,12,10,40,2,2,0,5,2564,False
triangle_neutralized,12,11,41,3,3,0,5,2564,False
triangle_neutralized,12,12,42,4,4,0,5,2564,False
triangle_neutralized,12,13,43,4,4,0,5,2564,False
triangle_neutralized,12,14,44,3,3,0,5,2564,False
triangle_neutralized,12,15,45,2,2,0,5,2564,False
triangle_neutralized,12,16,46,3,3,0,5,2564,False
triangle_neutralized,12,17,47,4,4,0,5,2564,False
triangle_neutralized,12,18,48,4,4,0,5,2564,False
triangle_neutralized,12,19,49,3,3,0,5,2564,False
triangle_neutralized,12,20,50,2,2,0,5,2564,False
triangle_neutralized,12,21,51,3,3,0,5,2564,False
triangle_neutralized,12,22,52,4,4,0,5,2564,False
triangle_neutralized,12,23,53,4,4,0,5,2564,False
triangle_neutralized,12,24,54,3,3,0,5,2564,False
triangle_neutralized,12,25,55,2,2,0,5,2564,False
triangle_neutralized,12,26,56,3,3,0,5,2564,False
triangle_neutralized,12,27,57,4,4,0,5,2564,False
triangle_neutralized,12,28,58,4,4,0,5,2564,False
triangle_neutralized,12,29,59,3,3,0,5,2564,False
triangle_neutralized,12,30,0,4,4,0,5,2564,False
triangle_neutralized,12,31,1,3,3,0,5,2564,False
triangle_neutralized,12,32,2,2,2,0,5,2564,False
triangle_neutralized,12,33,3,3,3,0,5,2564,False
triangle_neutralized,12,34,4,4,4,0,5,2564,False
triangle_neutralized,12,35,5,5,6,-1,5,2564,False
triangle_neutralized,12,36,6,4,4,0,5,2564,False
triangle_neutralized,12,37,7,2,2,0,5,2564,False
triangle_neutralized,12,38,8,2,2,0,5,2564,False
triangle_neutralized,12,39,9,4,4,0,5,2564,False
triangle_neutralized,12,40,10,2,2,0,5,2564,False
triangle_neutralized,12,41,11,3,3,0,5,2564,False
triangle_neutralized,12,42,12,4,4,0,5,2564,False
triangle_neutralized,12,43,13,4,4,0,5,2564,False
triangle_neutralized,12,44,14,3,3,0,5,2564,False
triangle_neutralized,12,45,15,2,2,0,5,2564,False
triangle_neutralized,12,46,16,3,3,0,5,2564,False
triangle_neutralized,12,47,17,4,4,0,5,2564,False
triangle_neutralized,12,48,18,4,4,0,5,2564,False
triangle_neutralized,12,49,19,3,3,0,5,2564,False
triangle_neutralized,12,50,20,2,2,0,5,2564,False
triangle_neutralized,12,51,21,3,3,0,5,2564,False
triangle_neutralized,12,52,22,4,4,0,5,2564,False
triangle_neutralized,12,53,23,4,4,0,5,2564,False
triangle_neutralized,12,54,24,3,3,0,5,2564,False
triangle_neutralized,12,55,25,2,2,0,5,2564,False
triangle_neutralized,12,56,26,3,3,0,5,2564,False
triangle_neutralized,12,57,27,4,4,0,5,2564,False
triangle_neutralized,12,58,28,4,4,0,5,2564,False
triangle_neutralized,12,59,29,3,3,0,5,2564,False
triangle_neutralized,13,0,30,4,4,0,5,2564,False
triangle_neutralized,13,1,31,3,3,0,5,2564,False
triangle_neutralized,13,2,32,2,2,0,5,2564,False
triangle_neutralized,13,3,33,3,3,0,5,2564,False
triangle_neutralized,13,4,34,4,4,0,5,2564,False
triangle_neutralized,13,5,35,5,6,-1,5,2564,False
triangle_neutralized,13,6,36,4,4,0,5,2564,False
triangle_neutralized,13,7,37,2,2,0,5,2564,False
triangle_neutralized,13,8,38,2,2,0,5,2564,False
triangle_neutralized,13,9,39,4,4,0,5,2564,False
triangle_neutralized,13,10,40,2,2,0,5,2564,False
triangle_neutralized,13,11,41,3,3,0,5,2564,False
triangle_neutralized,13,12,42,4,4,0,5,2564,False
triangle_neutralized,13,13,43,4,4,0,5,2564,False
triangle_neutralized,13,14,44,3,3,0,5,2564,False
triangle_neutralized,13,15,45,2,2,0,5,2564,False
triangle_neutralized,13,16,46,3,3,0,5,2564,False
