name,odd_triangle_count,odd_slot_count,toggle_edges,mean_actual_delta,compressed_count,unchanged_count,expanded_count,delta_counts
sample_0361,2,5,"[[0, 1], [0, 4], [1, 2], [2, 8], [7, 11]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0362,2,5,"[[0, 1], [0, 4], [1, 2], [2, 8], [8, 13]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0363,2,5,"[[0, 1], [0, 4], [1, 2], [2, 8], [8, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0364,2,6,"[[0, 1], [0, 4], [1, 2], [2, 8], [9, 11]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0365,2,6,"[[0, 1], [0, 4], [1, 2], [2, 8], [9, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0366,2,5,"[[0, 1], [0, 4], [1, 2], [2, 8], [10, 11]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0367,2,6,"[[0, 1], [0, 4], [1, 2], [2, 8], [11, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0368,2,6,"[[0, 1], [0, 4], [1, 2], [2, 8], [12, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0369,2,5,"[[0, 1], [0, 4], [1, 2], [2, 8], [13, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0370,2,6,"[[0, 1], [0, 4], [1, 2], [3, 4], [3, 8]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0371,2,6,"[[0, 1], [0, 4], [1, 2], [3, 4], [3, 9]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0372,2,6,"[[0, 1], [0, 4], [1, 2], [3, 4], [4, 9]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0373,2,5,"[[0, 1], [0, 4], [1, 2], [3, 4], [5, 10]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0374,2,5,"[[0, 1], [0, 4], [1, 2], [3, 4], [5, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0375,2,5,"[[0, 1], [0, 4], [1, 2], [3, 4], [10, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0376,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [3, 9]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0377,2,5,"[[0, 1], [0, 4], [1, 2], [3, 8], [4, 5]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0378,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [4, 9]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0379,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [6, 12]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0380,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [6, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0381,2,5,"[[0, 1], [0, 4], [1, 2], [3, 8], [7, 10]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0382,2,5,"[[0, 1], [0, 4], [1, 2], [3, 8], [7, 11]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0383,2,5,"[[0, 1], [0, 4], [1, 2], [3, 8], [8, 13]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0384,2,5,"[[0, 1], [0, 4], [1, 2], [3, 8], [8, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0385,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [9, 11]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0386,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [9, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0387,2,5,"[[0, 1], [0, 4], [1, 2], [3, 8], [10, 11]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0388,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [11, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0389,2,6,"[[0, 1], [0, 4], [1, 2], [3, 8], [12, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0390,2,5,"[[0, 1], [0, 4], [1, 2], [3, 8], [13, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0391,2,6,"[[0, 1], [0, 4], [1, 2], [3, 9], [4, 9]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0392,2,5,"[[0, 1], [0, 4], [1, 2], [3, 9], [5, 10]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0393,2,5,"[[0, 1], [0, 4], [1, 2], [3, 9], [5, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0394,2,5,"[[0, 1], [0, 4], [1, 2], [3, 9], [10, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0395,2,6,"[[0, 1], [0, 4], [1, 2], [4, 5], [5, 10]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0396,2,6,"[[0, 1], [0, 4], [1, 2], [4, 5], [5, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0397,2,6,"[[0, 1], [0, 4], [1, 2], [4, 5], [10, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0398,2,5,"[[0, 1], [0, 4], [1, 2], [4, 9], [5, 10]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0399,2,5,"[[0, 1], [0, 4], [1, 2], [4, 9], [5, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0400,2,5,"[[0, 1], [0, 4], [1, 2], [4, 9], [10, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0401,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [5, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0402,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [6, 12]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0403,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [6, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0404,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [7, 10]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0405,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [7, 11]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0406,2,5,"[[0, 1], [0, 4], [1, 2], [5, 10], [8, 13]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0407,2,5,"[[0, 1], [0, 4], [1, 2], [5, 10], [8, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0408,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [9, 11]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0409,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [9, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0410,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [10, 11]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0411,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [10, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0412,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [11, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0413,2,6,"[[0, 1], [0, 4], [1, 2], [5, 10], [12, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0414,2,5,"[[0, 1], [0, 4], [1, 2], [5, 10], [13, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0415,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [6, 12]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0416,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [6, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0417,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [7, 10]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0418,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [7, 11]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0419,2,5,"[[0, 1], [0, 4], [1, 2], [5, 14], [8, 13]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0420,2,5,"[[0, 1], [0, 4], [1, 2], [5, 14], [8, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0421,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [9, 11]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0422,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [9, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0423,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [10, 11]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0424,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [10, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0425,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [11, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0426,2,6,"[[0, 1], [0, 4], [1, 2], [5, 14], [12, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0427,2,5,"[[0, 1], [0, 4], [1, 2], [5, 14], [13, 14]]",-0.20222222222222222,148,752,0,"{""-3"": 10, ""-2"": 14, ""-1"": 124, ""0"": 752}"
sample_0428,2,6,"[[0, 1], [0, 4], [1, 2], [6, 12], [6, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0429,2,6,"[[0, 1], [0, 4], [1, 2], [6, 12], [10, 14]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0430,2,6,"[[0, 1], [0, 4], [1, 2], [6, 12], [12, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0431,2,6,"[[0, 1], [0, 4], [1, 2], [6, 13], [10, 14]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0432,2,6,"[[0, 1], [0, 4], [1, 2], [6, 13], [12, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0433,2,6,"[[0, 1], [0, 4], [1, 2], [7, 10], [7, 11]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0434,2,6,"[[0, 1], [0, 4], [1, 2], [7, 10], [10, 11]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0435,2,6,"[[0, 1], [0, 4], [1, 2], [7, 10], [10, 14]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0436,2,6,"[[0, 1], [0, 4], [1, 2], [7, 11], [10, 11]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0437,2,6,"[[0, 1], [0, 4], [1, 2], [7, 11], [10, 14]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0438,2,6,"[[0, 1], [0, 4], [1, 2], [8, 13], [8, 14]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0439,2,5,"[[0, 1], [0, 4], [1, 2], [8, 13], [10, 14]]",-0.20222222222222222,148,752,0,"{""-3"": 10, ""-2"": 14, ""-1"": 124, ""0"": 752}"
sample_0440,2,6,"[[0, 1], [0, 4], [1, 2], [8, 13], [13, 14]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0441,2,5,"[[0, 1], [0, 4], [1, 2], [8, 14], [10, 14]]",-0.20222222222222222,148,752,0,"{""-3"": 10, ""-2"": 14, ""-1"": 124, ""0"": 752}"
sample_0442,2,6,"[[0, 1], [0, 4], [1, 2], [8, 14], [13, 14]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0443,2,6,"[[0, 1], [0, 4], [1, 2], [9, 11], [9, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0444,2,6,"[[0, 1], [0, 4], [1, 2], [9, 11], [10, 14]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0445,2,6,"[[0, 1], [0, 4], [1, 2], [9, 11], [11, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0446,2,6,"[[0, 1], [0, 4], [1, 2], [9, 12], [10, 14]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0447,2,6,"[[0, 1], [0, 4], [1, 2], [9, 12], [11, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0448,2,6,"[[0, 1], [0, 4], [1, 2], [10, 11], [10, 14]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0449,2,6,"[[0, 1], [0, 4], [1, 2], [10, 14], [11, 12]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0450,2,6,"[[0, 1], [0, 4], [1, 2], [10, 14], [12, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0451,2,5,"[[0, 1], [0, 4], [1, 2], [10, 14], [13, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0452,2,6,"[[0, 1], [0, 4], [1, 6], [1, 7], [2, 3]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0453,2,6,"[[0, 1], [0, 4], [1, 6], [1, 7], [2, 8]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0454,2,6,"[[0, 1], [0, 4], [1, 6], [1, 7], [3, 8]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0455,2,6,"[[0, 1], [0, 4], [1, 6], [1, 7], [5, 10]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0456,2,6,"[[0, 1], [0, 4], [1, 6], [1, 7], [5, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0457,2,6,"[[0, 1], [0, 4], [1, 6], [1, 7], [10, 14]]",-0.2288888888888889,172,728,0,"{""-3"": 12, ""-2"": 10, ""-1"": 150, ""0"": 728}"
sample_0458,2,6,"[[0, 1], [0, 4], [1, 6], [2, 3], [2, 7]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0459,2,5,"[[0, 1], [0, 4], [1, 6], [2, 3], [5, 10]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0460,2,5,"[[0, 1], [0, 4], [1, 6], [2, 3], [5, 14]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0461,2,5,"[[0, 1], [0, 4], [1, 6], [2, 3], [10, 14]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0462,2,6,"[[0, 1], [0, 4], [1, 6], [2, 7], [2, 8]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0463,2,6,"[[0, 1], [0, 4], [1, 6], [2, 7], [3, 8]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0464,2,6,"[[0, 1], [0, 4], [1, 6], [2, 7], [5, 10]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0465,2,6,"[[0, 1], [0, 4], [1, 6], [2, 7], [5, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0466,2,6,"[[0, 1], [0, 4], [1, 6], [2, 7], [10, 14]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0467,2,5,"[[0, 1], [0, 4], [1, 6], [2, 8], [5, 10]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0468,2,5,"[[0, 1], [0, 4], [1, 6], [2, 8], [5, 14]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0469,2,5,"[[0, 1], [0, 4], [1, 6], [2, 8], [10, 14]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0470,2,5,"[[0, 1], [0, 4], [1, 6], [3, 8], [5, 10]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0471,2,5,"[[0, 1], [0, 4], [1, 6], [3, 8], [5, 14]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0472,2,5,"[[0, 1], [0, 4], [1, 6], [3, 8], [10, 14]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0473,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [2, 7]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0474,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [2, 8]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0475,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [3, 4]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0476,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [3, 8]]",-0.2311111111111111,174,726,0,"{""-3"": 12, ""-2"": 10, ""-1"": 152, ""0"": 726}"
sample_0477,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [3, 9]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0478,2,5,"[[0, 1], [0, 4], [1, 7], [2, 3], [4, 5]]",-0.20222222222222222,150,750,0,"{""-3"": 10, ""-2"": 12, ""-1"": 128, ""0"": 750}"
sample_0479,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [4, 9]]",-0.23333333333333334,174,726,0,"{""-3"": 12, ""-2"": 12, ""-1"": 150, ""0"": 726}"
sample_0480,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [6, 12]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0481,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [6, 13]]",-0.23555555555555555,174,726,0,"{""-3"": 12, ""-2"": 14, ""-1"": 148, ""0"": 726}"
sample_0482,2,5,"[[0, 1], [0, 4], [1, 7], [2, 3], [7, 10]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0483,2,5,"[[0, 1], [0, 4], [1, 7], [2, 3], [7, 11]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0484,2,5,"[[0, 1], [0, 4], [1, 7], [2, 3], [8, 13]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0485,2,5,"[[0, 1], [0, 4], [1, 7], [2, 3], [8, 14]]",-0.20444444444444446,150,750,0,"{""-3"": 10, ""-2"": 14, ""-1"": 126, ""0"": 750}"
sample_0486,2,6,"[[0, 1], [0, 4], [1, 7], [2, 3], [9, 11]]",-0.23777777777777778,174,726,0,"{""-3"": 12, ""-2"": 16, ""-1"": 146, ""0"": 726}"
sample_0487,4,10,"[[0, 1], [0, 4], [0, 5], [0, 6], [1, 2]]",-0.3466666666666667,270,630,0,"{""-3"": 20, ""-2"": 2, ""-1"": 248, ""0"": 630}"
sample_0488,4,10,"[[0, 1], [0, 4], [0, 5], [0, 6], [1, 6]]",-0.34444444444444444,270,630,0,"{""-3"": 20, ""-1"": 250, ""0"": 630}"
sample_0489,4,10,"[[0, 1], [0, 4], [0, 5], [0, 6], [1, 7]]",-0.3466666666666667,270,630,0,"{""-3"": 20, ""-2"": 2, ""-1"": 248, ""0"": 630}"
sample_0490,4,9,"[[0, 1], [0, 4], [0, 5], [0, 6], [2, 3]]",-0.31777777777777777,246,654,0,"{""-3"": 18, ""-2"": 4, ""-1"": 224, ""0"": 654}"
sample_0491,4,10,"[[0, 1], [0, 4], [0, 5], [0, 6], [2, 7]]",-0.3466666666666667,270,630,0,"{""-3"": 20, ""-2"": 2, ""-1"": 248, ""0"": 630}"
sample_0492,4,9,"[[0, 1], [0, 4], [0, 5], [0, 6], [2, 8]]",-0.31777777777777777,246,654,0,"{""-3"": 18, ""-2"": 4, ""-1"": 224, ""0"": 654}"
sample_0493,4,9,"[[0, 1], [0, 4], [0, 5], [0, 6], [3, 8]]",-0.31777777777777777,246,654,0,"{""-3"": 18, ""-2"": 4, ""-1"": 224, ""0"": 654}"
sample_0494,4,10,"[[0, 1], [0, 4], [0, 5], [0, 6], [4, 5]]",-0.34444444444444444,270,630,0,"{""-3"": 20, ""-1"": 250, ""0"": 630}"
sample_0495,4,9,"[[0, 1], [0, 4], [0, 5], [0, 6], [5, 10]]",-0.31777777777777777,246,654,0,"{""-3"": 18, ""-2"": 4, ""-1"": 224, ""0"": 654}"
sample_0496,4,9,"[[0, 1], [0, 4], [0, 5], [0, 6], [5, 14]]",-0.31777777777777777,246,654,0,"{""-3"": 18, ""-2"": 4, ""-1"": 224, ""0"": 654}"
sample_0497,4,9,"[[0, 1], [0, 4], [0, 5], [0, 6], [10, 14]]",-0.31777777777777777,246,654,0,"{""-3"": 18, ""-2"": 4, ""-1"": 224, ""0"": 654}"
sample_0498,4,10,"[[0, 1], [0, 4], [0, 5], [1, 2], [1, 6]]",-0.3466666666666667,270,630,0,"{""-3"": 20, ""-2"": 2, ""-1"": 248, ""0"": 630}"
sample_0499,4,10,"[[0, 1], [0, 4], [0, 5], [1, 2], [1, 7]]",-0.3466666666666667,270,630,0,"{""-3"": 20, ""-2"": 2, ""-1"": 248, ""0"": 630}"
sample_0500,4,10,"[[0, 1], [0, 4], [0, 5], [1, 2], [2, 7]]",-0.3466666666666667,270,630,0,"{""-3"": 20, ""-2"": 2, ""-1"": 248, ""0"": 630}"
sample_0501,4,9,"[[0, 1], [0, 4], [0, 5], [1, 2], [3, 4]]",-0.32,246,654,0,"{""-3"": 18, ""-2"": 6, ""-1"": 222, ""0"": 654}"
sample_0502,4,9,"[[0, 1], [0, 4], [0, 5], [1, 2], [3, 9]]",-0.32,246,654,0,"{""-3"": 18, ""-2"": 6, ""-1"": 222, ""0"": 654}"
