name,is_neutralizer,toggle_edges,mean_actual_delta,compressed_count,unchanged_count,expanded_count,delta_counts,signed_distance_counts
zero_odd_039,False,"[[0, 1], [0, 5], [1, 7], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_040,False,"[[0, 1], [0, 5], [1, 7], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_041,False,"[[0, 1], [0, 5], [1, 7], [2, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_042,False,"[[0, 1], [0, 5], [1, 7], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_043,False,"[[0, 1], [0, 5], [1, 7], [3, 8], [5, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_044,False,"[[0, 1], [0, 5], [1, 7], [3, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_045,False,"[[0, 1], [0, 5], [2, 3], [2, 7], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_046,False,"[[0, 1], [0, 5], [2, 3], [2, 7], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_047,False,"[[0, 1], [0, 5], [2, 3], [2, 7], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_048,False,"[[0, 1], [0, 5], [2, 7], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_049,False,"[[0, 1], [0, 5], [2, 7], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_050,False,"[[0, 1], [0, 5], [2, 7], [2, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_051,False,"[[0, 1], [0, 5], [2, 7], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_052,False,"[[0, 1], [0, 5], [2, 7], [3, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_053,False,"[[0, 1], [0, 5], [2, 7], [3, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_054,False,"[[0, 1], [1, 2], [2, 3], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_055,False,"[[0, 1], [1, 2], [2, 3], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_056,False,"[[0, 1], [1, 2], [2, 3], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_057,False,"[[0, 1], [1, 2], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_058,False,"[[0, 1], [1, 2], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_059,False,"[[0, 1], [1, 2], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_060,False,"[[0, 1], [1, 2], [3, 8], [4, 5], [5, 10]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_061,False,"[[0, 1], [1, 2], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_062,False,"[[0, 1], [1, 2], [3, 8], [4, 5], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_063,False,"[[0, 1], [1, 7], [2, 3], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_064,False,"[[0, 1], [1, 7], [2, 3], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_065,False,"[[0, 1], [1, 7], [2, 3], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_066,False,"[[0, 1], [1, 7], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_067,False,"[[0, 1], [1, 7], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_068,False,"[[0, 1], [1, 7], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_069,False,"[[0, 1], [1, 7], [3, 8], [4, 5], [5, 10]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_070,False,"[[0, 1], [1, 7], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_071,False,"[[0, 1], [1, 7], [3, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_072,False,"[[0, 1], [2, 3], [2, 7], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_073,False,"[[0, 1], [2, 3], [2, 7], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_074,False,"[[0, 1], [2, 3], [2, 7], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_075,False,"[[0, 1], [2, 7], [2, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_076,False,"[[0, 1], [2, 7], [2, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_077,False,"[[0, 1], [2, 7], [2, 8], [4, 5], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_078,False,"[[0, 1], [2, 7], [3, 8], [4, 5], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_079,False,"[[0, 1], [2, 7], [3, 8], [4, 5], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_080,False,"[[0, 1], [2, 7], [3, 8], [4, 5], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_081,False,"[[0, 4], [0, 6], [1, 2], [2, 3], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_082,False,"[[0, 4], [0, 6], [1, 2], [2, 3], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_083,False,"[[0, 4], [0, 6], [1, 2], [2, 3], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_084,False,"[[0, 4], [0, 6], [1, 2], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_085,False,"[[0, 4], [0, 6], [1, 2], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_086,False,"[[0, 4], [0, 6], [1, 2], [2, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_087,False,"[[0, 4], [0, 6], [1, 2], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_088,False,"[[0, 4], [0, 6], [1, 2], [3, 8], [5, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_089,False,"[[0, 4], [0, 6], [1, 2], [3, 8], [10, 14]]",-0.04888888888888889,22,878,0,"{""-2"": 22, ""0"": 878}","{""2"": 210, ""3"": 300, ""4"": 382, ""6"": 8}"
zero_odd_090,False,"[[0, 4], [0, 6], [1, 7], [2, 3], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_091,False,"[[0, 4], [0, 6], [1, 7], [2, 3], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_092,False,"[[0, 4], [0, 6], [1, 7], [2, 3], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_093,False,"[[0, 4], [0, 6], [1, 7], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_094,False,"[[0, 4], [0, 6], [1, 7], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_095,False,"[[0, 4], [0, 6], [1, 7], [2, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_096,False,"[[0, 4], [0, 6], [1, 7], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_097,False,"[[0, 4], [0, 6], [1, 7], [3, 8], [5, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_098,False,"[[0, 4], [0, 6], [1, 7], [3, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_099,False,"[[0, 4], [0, 6], [2, 3], [2, 7], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_100,False,"[[0, 4], [0, 6], [2, 3], [2, 7], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_101,False,"[[0, 4], [0, 6], [2, 3], [2, 7], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_102,False,"[[0, 4], [0, 6], [2, 7], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_103,False,"[[0, 4], [0, 6], [2, 7], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_104,False,"[[0, 4], [0, 6], [2, 7], [2, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_105,False,"[[0, 4], [0, 6], [2, 7], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_106,False,"[[0, 4], [0, 6], [2, 7], [3, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_107,False,"[[0, 4], [0, 6], [2, 7], [3, 8], [10, 14]]",-0.05555555555555555,28,872,0,"{""-2"": 22, ""-1"": 6, ""0"": 872}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 6, ""6"": 2}"
zero_odd_108,False,"[[0, 4], [1, 2], [1, 6], [2, 3], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_109,False,"[[0, 4], [1, 2], [1, 6], [2, 3], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_110,False,"[[0, 4], [1, 2], [1, 6], [2, 3], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_111,False,"[[0, 4], [1, 2], [1, 6], [2, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_112,False,"[[0, 4], [1, 2], [1, 6], [2, 8], [5, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_113,False,"[[0, 4], [1, 2], [1, 6], [2, 8], [10, 14]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
zero_odd_114,False,"[[0, 4], [1, 2], [1, 6], [3, 8], [5, 10]]",-0.057777777777777775,30,870,0,"{""-2"": 22, ""-1"": 8, ""0"": 870}","{""2"": 210, ""3"": 300, ""4"": 382, ""5"": 8}"
